x,y,z,entropy,laplacian,cluster_label
0,2,5,0.3721490403382863,0.0291552196944433,-1
0,2,6,0.3891492884423007,-0.0724103131015514,-1
0,2,9,0.3841395572867814,-0.0210185411530938,-1
0,2,10,0.3761926875166653,0.0251957644759475,-1
0,2,11,0.376418343912054,0.0144854249393993,-1
0,2,12,0.3897384161790641,-0.0791057448758458,-1
0,2,13,0.3792979752938893,0.0164966889008257,-1
0,2,14,0.3705050464398124,0.0242710369979466,-1
0,2,15,0.3805984809539324,-0.0499118928910939,-1
0,2,18,0.3769615975337594,0.0424218375406106,-1
0,2,19,0.3863069534941442,-0.0358119177974094,-1
0,2,20,0.3793888268926311,-0.0279023493712469,-1
0,2,23,0.3709498862793195,0.0578439135156565,-1
0,2,24,0.3867892380000596,-0.0729899689744779,-1
0,2,25,0.3726664782985959,0.0711091696642143,-1
0,2,26,0.3920908943223444,-0.0882716957749909,-1
0,2,27,0.379909421853842,0.0169797428875315,-1
0,2,28,0.3765045804635949,-0.0163371093668345,-1
0,2,29,0.3562168446916704,0.0880942833724731,-1
0,2,30,0.3719320764812121,0.0105464981117551,-1
0,2,31,0.3782945736449364,-0.0405856510595994,-1
0,2,32,0.3629536792159446,0.0558860586968337,-1
0,2,34,0.3734046328746718,0.0226371805728957,-1
0,2,36,0.3814161045803806,-0.0148240010660964,-1
0,2,37,0.3670242379483461,0.0435277305584986,-1
0,2,38,0.372004489299318,0.0211713722908855,-1
0,2,39,0.3717071543335378,0.0313565414732226,-1
0,2,40,0.3825566149060236,-0.058929572128501,-1
0,2,41,0.372188751404154,0.0289844086853663,-1
0,2,42,0.3849212055687824,-0.0425256814491152,-1
0,2,43,0.3728196398868904,0.0234643536310219,-1
0,2,44,0.368894451522848,0.0400932867413525,-1
0,3,0,0.3691648649806438,0.0420805030812445,-1
0,3,1,0.3878906008865967,-0.0463017716646667,-1
0,3,2,0.3912227838270776,-0.0658823389799161,-1
0,3,3,0.3731414347957806,0.0449180698573898,-1
0,3,5,0.3766921120917549,0.0206427279168337,-1
0,3,7,0.3728576217489074,0.0433002391572965,-1
0,3,8,0.3726605058519163,0.0292241834004254,-1
0,3,9,0.3869713988468988,-0.0283643974785765,-1
0,3,10,0.3846689604715041,-0.0309726995720054,-1
0,3,11,0.3729250576745848,0.028591308552494,-1
0,3,12,0.3744114399861243,0.0235352432643221,-1
0,3,13,0.3823345210881838,-0.0371356611605568,-1
0,3,14,0.3648102104484354,0.0769465409300302,-1
0,3,15,0.3813498685497014,-0.037138561643325,-1
0,3,16,0.3669115574261297,0.0841844826676496,-1
0,3,17,0.3921740741575319,-0.0449968982906447,-1
0,3,18,0.4042541903669164,-0.1190870516515612,-1
0,3,20,0.3708622113966667,0.0221613710201442,-1
0,3,21,0.3735382659428534,0.0297450044970102,-1
0,3,22,0.3710533168655495,0.0402299231536791,-1
0,3,23,0.3995433074172028,-0.1268853744153786,-1
0,3,24,0.3759907295503394,0.0777063476598591,-1
0,3,25,0.3934869048189838,-0.0926907438121311,-1
0,3,26,0.3777537902492685,0.023491599068407,-1
0,3,28,0.3802821591146896,-0.0254053805306617,-1
0,3,29,0.3662858151685754,0.0339861030870376,-1
0,3,30,0.3868436368607046,-0.082306942501718,-1
0,3,31,0.3649476404010247,0.0835577734869408,-1
0,3,33,0.373719444301103,0.0204176548790686,-1
0,3,34,0.3895868315781856,-0.0691421888641437,-1
0,3,35,0.3858468725428041,-0.0153104926476448,-1
0,3,36,0.3948424048344165,-0.090898218853658,-1
0,3,37,0.3712084599331345,0.0285794485845847,-1
0,3,38,0.3900685100719795,-0.0647388682729566,-1
0,3,41,0.3771224509420869,-0.0314677087386698,-1
0,3,42,0.3648604515062673,0.0683068076198198,-1
0,3,43,0.3764758952095187,-0.0165826108235978,-1
0,3,44,0.3899531077812108,-0.0610558938470868,-1
0,3,46,0.3814410964564677,-0.0167763391364419,-1
0,3,47,0.3836890252071891,-0.0541191467367967,-1
0,4,0,0.3697027341862292,0.0414721063578797,-1
0,4,2,0.3780284852508317,0.0113373054890553,-1
0,4,3,0.3702759511443592,0.0372326222559902,-1
0,4,5,0.3999120522723729,-0.0990007286588086,-1
0,4,6,0.3840335900702584,0.015406180437905,-1
0,4,7,0.3931422982083439,-0.0809671368851023,-1
0,4,8,0.3815385427709318,-0.0144790989717078,-1
0,4,9,0.3771499437947901,0.0240743318627367,-1
0,4,12,0.3750232252273695,0.0284302220630228,-1
0,4,13,0.3764158919322354,0.0226366009705907,-1
0,4,14,0.3883981751110053,-0.0707952319641418,-1
0,4,15,0.3819149127350132,0.0239353986526793,-1
0,4,16,0.3892357529985234,-0.06977702799726,-1
0,4,17,0.3816168040916075,-0.0129974652117814,-1
0,4,18,0.3718763594725668,0.0613031128881449,-1
0,4,19,0.3889572896818537,-0.0686177379221191,-1
0,4,20,0.3663248476320945,0.0716566819117532,-1
0,4,21,0.4026714390877282,-0.1569382865048503,-1
0,4,22,0.3722260409390722,0.0418193704399507,-1
0,4,23,0.3725206221360793,0.054346975121583,-1
0,4,24,0.3949196429115525,-0.0966945097850056,-1
0,4,25,0.3764993018543071,0.0394183988379408,-1
0,4,27,0.3811775849826831,-0.0203184796238673,-1
0,4,28,0.378889414711771,-0.0221192145883615,-1
0,4,29,0.3674170751252171,0.0304343396235604,-1
0,4,30,0.3704882784449477,0.0623995680768449,-1
0,4,31,0.3910004708363337,-0.084421026916688,-1
0,4,32,0.3843596404581791,-0.0241521748163524,-1
0,4,33,0.3734974826077834,0.0303117143791309,-1
0,4,34,0.3737351072788379,0.0147879278845592,-1
0,4,35,0.37155178957838,0.0365654457932178,-1
0,4,36,0.3721850143220613,-0.0110907497700289,-1
0,4,37,0.358599286523152,0.0684332573943549,-1
0,4,38,0.3854446800957741,-0.0547872601440686,-1
0,4,39,0.3688905420109073,0.0368177300484837,-1
0,4,40,0.3612436797905114,0.0593072288923965,-1
0,4,41,0.3681168001444187,0.0315653902873447,-1
0,4,42,0.3789189811085088,-0.0393001556549319,-1
0,4,43,0.367589593910232,0.0627132730113864,-1
0,4,44,0.3872229805192346,-0.0674827067584453,-1
0,4,45,0.3644900162399473,0.0627501843314524,-1
0,4,46,0.3787276439985693,-0.0358008927754058,-1
0,4,47,0.3633231933702615,0.0665139500172551,-1
0,5,0,0.3909945650500485,-0.0864309913196106,-1
0,5,1,0.3739509582183653,0.0316646391637422,-1
0,5,2,0.3818322950765391,-0.0241300879990242,-1
0,5,3,0.3778459186491578,0.0228844266445646,-1
0,5,4,0.3891255620170942,-0.0600261803002888,-1
0,5,5,0.3760882137370738,0.0520207065666245,-1
0,5,6,0.3835684468816759,-0.0369388308025537,-1
0,5,7,0.3685999198191828,0.0584857335801607,-1
0,5,8,0.3743324798422023,0.0384536738857193,-1
0,5,9,0.3946470279209266,-0.087674900219459,-1
0,5,10,0.3859508179585564,-0.0349849387353886,-1
0,5,11,0.3675052331712297,0.0647250419553711,-1
0,5,12,0.3999142505659817,-0.1393226566012093,-1
0,5,13,0.3774858316132137,0.0231900372011344,-1
0,5,14,0.3752999736112802,0.0135377037437756,-1
0,5,15,0.3961965594322722,-0.1085040849437237,-1
0,5,16,0.3683560905631189,0.0744741324824647,-1
0,5,17,0.3680275649703358,0.0273650522552562,-1
0,5,18,0.3755657694028951,-0.0131071210027196,-1
0,5,19,0.3725725678046105,0.0198055864813369,-1
0,5,20,0.3619621404005536,0.0435131119647227,-1
0,5,21,0.3725061135995193,0.0292813304337744,-1
0,5,23,0.369063240189875,0.0215836322059062,-1
0,5,24,0.3823398872858408,-0.021668700037009,-1
0,5,26,0.3706826786696414,0.0306669646337442,-1
0,5,28,0.3701841074074271,0.0193285181395184,-1
0,5,29,0.3719603699798472,0.0201908285941947,-1
0,5,30,0.3883591284480744,-0.0772128367981588,-1
0,5,31,0.3695940030614048,0.0326551104710826,-1
0,5,32,0.3803386288964802,-0.043050031326542,-1
0,5,33,0.3879795435800213,-0.0486408511131477,-1
0,5,34,0.3727589275121016,0.0267285424866703,-1
0,5,35,0.3776341382870571,-0.0445041169718596,-1
0,5,36,0.3536314088684239,0.075438945179419,-1
0,5,37,0.3512780188212162,0.0894604693750951,-1
0,5,38,0.3831911027093593,-0.0357553321423418,-1
0,5,39,0.3821948117960264,-0.027578324024897,-1
0,5,40,0.3752469724384191,-0.0116944224288195,-1
0,5,41,0.3672648580440145,0.0375001244806243,-1
0,5,42,0.382410151178402,-0.0315133415559814,-1
0,5,43,0.3817464853076659,-0.0151162001465543,-1
0,5,44,0.3689749146943792,0.0541960106185961,-1
0,5,45,0.3664600304829604,0.0279537605727737,-1
0,5,47,0.3743346497084186,-0.0296218998312236,-1
0,6,0,0.3657343982252035,0.0490537733281384,-1
0,6,2,0.3850842618510534,-0.0392851576530004,-1
0,6,3,0.3892091760640803,-0.0768727540483369,-1
0,6,4,0.3686186735278241,0.0641460737890184,-1
0,6,5,0.3786863736731104,-0.0261600369545274,-1
0,6,6,0.3703008548719992,0.0391573305576198,-1
0,6,7,0.3774257662883995,-0.0310287288977513,-1
0,6,8,0.3864407671395786,-0.0336007082605955,-1
0,6,9,0.3728403713301074,0.0257504687257772,-1
0,6,11,0.3780360955853854,-0.0312016029414909,-1
0,6,12,0.364808770243832,0.0923306568967825,-1
0,6,13,0.385051809500735,-0.0810786390081228,-1
0,6,14,0.3575775515307878,0.104797666108696,-1
0,6,15,0.3801771156511557,-0.0150759033836682,-1
0,6,16,0.3834775724140255,-0.0501968862519428,-1
0,6,17,0.3683607501232246,0.041120214653793,-1
0,6,18,0.3879981942757293,-0.0675593851070026,-1
0,6,19,0.3774325023164776,-0.021228942581541,-1
0,6,20,0.3601336755493955,0.0879029630214003,-1
0,6,21,0.3806975856506217,-0.0422895034511805,-1
0,6,23,0.3645960637884968,0.0463575138599638,-1
0,6,24,0.3739653782398683,0.0115038874165647,-1
0,6,25,0.3610842517571039,0.063538215317271,-1
0,6,26,0.3805058958028796,-0.0556249203102527,-1
0,6,27,0.3730920089251506,0.0153138384064586,-1
0,6,28,0.3664834469865072,0.0571146392462815,-1
0,6,29,0.3817001637034635,-0.0158836384701039,-1
0,6,30,0.3723864724688783,0.021635072883233,-1
0,6,31,0.3521879308922188,0.072546516457562,-1
0,6,32,0.3466924730003015,0.1546673677625367,-1
0,6,33,0.3868502015286107,-0.0773471352619146,-1
0,6,34,0.3684929980071002,0.042267149400629,-1
0,6,37,0.3767715307867328,-0.0178471228199152,-1
0,6,38,0.3851144340834237,-0.035678895829557,-1
0,6,39,0.3765243466183343,0.0130936339309499,-1
0,6,40,0.3777901165370765,-0.0190445963909784,-1
0,6,41,0.3705425719179656,0.024049672595114,-1
0,6,43,0.3913869029195458,-0.0590831443127497,-1
0,6,44,0.3920861626662573,-0.0483322208932988,-1
0,6,45,0.3728147791454855,0.0110997080527923,-1
0,6,46,0.3662521351337217,0.0312398803154327,-1
0,6,47,0.3516937592629393,0.0620324385161197,-1
0,7,0,0.3689275967976866,0.0457101145897018,-1
0,7,2,0.367071999087762,0.0548683327126653,-1
0,7,3,0.3620717488257144,0.0668658937635171,-1
0,7,4,0.3816618732296621,-0.0529974235683197,-1
0,7,7,0.3494857946986441,0.1715969731275644,-1
0,7,8,0.3958198181441937,-0.125472601356922,-1
0,7,9,0.3563164244818022,0.1045395731190554,-1
0,7,12,0.378331562098312,-0.0434145003919443,-1
0,7,13,0.3664091714225569,0.0740765622632517,-1
0,7,16,0.3806803173860351,-0.0483301997515064,-1
0,7,17,0.3721724867717277,0.0216449196636767,-1
0,7,19,0.3668109356527959,0.0450937113479681,-1
0,7,20,0.3936742805168738,-0.1080235790796892,-1
0,7,21,0.3720396708155881,0.045822295154666,-1
0,7,22,0.3662015722491875,0.0583668316983567,-1
0,7,24,0.3853320112952769,-0.0571397850532635,-1
0,7,25,0.3663775798998182,0.0408695211944731,-1
0,7,26,0.3680968400805768,0.048443680950531,-1
0,7,27,0.3870695149779247,-0.0603070774505518,-1
0,7,28,0.3843980178250694,-0.0238456797003325,-1
0,7,29,0.4024492279800586,-0.1127117811000786,-1
0,7,30,0.3832661970121531,-0.0427320242982449,-1
0,7,31,0.3679218749523016,0.0204096146710204,-1
0,7,32,0.3839836730724763,-0.0529862408557468,-1
0,7,33,0.3789354147628482,0.0101883264787014,-1
0,7,34,0.3771307842690372,-0.0276984898609877,-1
0,7,35,0.3688978501178976,0.0499707433923195,-1
0,7,36,0.3820316979597548,-0.0563056911571477,-1
0,7,37,0.3798155280983202,-0.0184027308394751,-1
0,7,39,0.3720910756165069,0.010543763526728,-1
0,7,41,0.3708539896641887,0.0123941362281274,-1
0,7,42,0.3773800067270609,-0.0223042441331304,-1
0,7,43,0.3654887095493304,0.1131870423177909,-1
0,7,44,0.4043696196339517,-0.1293264394980149,-1
0,7,45,0.3778016027814193,0.0352697442060008,-1
0,7,46,0.3864251994107294,-0.1048454082108589,-1
0,7,47,0.3444850585048954,0.144671581126959,-1
0,8,0,0.3985551409549837,-0.0898912684589783,-1
0,8,1,0.365347026337336,0.0818433330753749,-1
0,8,2,0.3899215181582396,-0.0963918881511047,-1
0,8,3,0.3685620014591396,0.0274076164231091,-1
0,8,4,0.3742987696391776,0.0216388970820617,-1
0,8,5,0.388355905606726,-0.0281999190894008,-1
0,8,6,0.4000922461101341,-0.0830813261510106,-1
0,8,7,0.3888310965128785,-0.0462632642302915,-1
0,8,8,0.3880160265947455,-0.0268711386691573,-1
0,8,9,0.3685323157026992,0.0507482478481884,-1
0,8,10,0.3792626093031215,-0.0418977088293939,-1
0,8,11,0.3616440960726628,0.0567266032890558,-1
0,8,12,0.363073008773744,0.0839225859414551,-1
0,8,13,0.393734463191147,-0.1060417754243667,-1
0,8,14,0.3909028345549111,-0.0868714196698114,-1
0,8,15,0.3653678660308671,0.0557982904734839,-1
0,8,16,0.3536531932450503,0.1318335954993881,-1
0,8,17,0.3818229034596999,-0.0602632166448822,-1
0,8,18,0.3776613821465259,-0.0152819913613406,-1
0,8,19,0.3608510288778906,0.0711708453425361,-1
0,8,20,0.3851801194629808,-0.0375328879395717,-1
0,8,21,0.3868325633886533,-0.0306039316713999,-1
0,8,22,0.3916383483872014,-0.0686588205574523,-1
0,8,24,0.3783285536419949,0.025181385841869,-1
0,8,25,0.3813916915618024,-0.0215019660480755,-1
0,8,26,0.3818909227472924,-0.0205403678428486,-1
0,8,27,0.376104667444878,0.0188390791695465,-1
0,8,29,0.376195560946429,-0.0169257373159976,-1
0,8,30,0.3637047021670005,0.0748100141550436,-1
0,8,32,0.393703391587756,-0.084464730325775,-1
0,8,33,0.3828140393856258,-0.0286906569818012,-1
0,8,34,0.3684167108849734,0.0482313611270917,-1
0,8,35,0.3808173618682514,-0.0511851475963305,-1
0,8,36,0.3611975097433189,0.103646001249104,-1
0,8,37,0.3769357032293072,-0.0319073608732412,-1
0,8,39,0.367626019501024,0.0417638642693327,-1
0,8,40,0.3691475320691914,0.0251056950020922,-1
0,8,41,0.3676279223315315,0.0228534823173349,-1
0,8,42,0.3700670423247189,0.0237983136602448,-1
0,8,43,0.3885725897852373,-0.1110575204855832,-1
0,8,44,0.3697048515945472,0.0765869274114052,-1
0,8,45,0.3802244551409504,-0.0373228700736527,-1
0,8,46,0.3655923743384607,0.1029778796017883,-1
0,8,47,0.4042012924854851,-0.1644727576017559,-1
0,9,0,0.4133849739242623,-0.1179564327404039,-1
0,9,1,0.3695268083399208,0.0573463469413353,-1
0,9,2,0.3704601192769578,0.0236054795873617,-1
0,9,4,0.3842869237567622,-0.0464542911442167,-1
0,9,7,0.3763671351789213,0.0271557759542775,-1
0,9,8,0.3804154491417246,0.0104258970580315,-1
0,9,9,0.3927759566252825,-0.08815316370268,-1
0,9,10,0.3805705416710856,0.0190315712684572,-1
0,9,11,0.3800624977781519,-0.0171216437694436,-1
0,9,12,0.3811665410238741,-0.0312353098015847,-1
0,9,13,0.3648881194829161,0.0586976207653213,-1
0,9,14,0.3574208096248785,0.089294336569087,-1
0,9,15,0.3822765527358616,-0.0492719261140162,-1
0,9,16,0.3962509748634219,-0.1096166593676173,-1
0,9,17,0.3724091712374409,0.0463899403531733,-1
0,9,18,0.3769380416271177,-0.0161748685156988,-1
0,9,19,0.3642604845182653,0.0524153789635557,-1
0,9,20,0.3712960213900391,0.0343346054413755,-1
0,9,22,0.3734509753793616,0.0477013017352436,-1
0,9,24,0.3851122428663611,-0.0409893200820485,-1
0,9,25,0.3854254343165924,-0.0219550698931798,-1
0,9,27,0.380409209197688,-0.0266885586945444,-1
0,9,28,0.3617157410611511,0.0679519377651713,-1
0,9,29,0.3513032957264499,0.1285389797935769,-1
0,9,30,0.3920101034873155,-0.144621684837553,-1
0,9,31,0.3609936249630006,0.0738759434181151,-1
0,9,32,0.3666291339917323,0.0458930508663741,-1
0,9,33,0.36254784956029,0.0588858514181129,-1
0,9,34,0.3646340516260533,0.052724110440296,-1
0,9,36,0.3932456077440885,-0.1071293802444912,-1
0,9,37,0.3637497033823963,0.08185709551714,-1
0,9,38,0.3770280837999603,0.0114269304643506,-1
0,9,39,0.3874021558956219,-0.0642511021172964,-1
0,9,40,0.3841551189503596,-0.0476412453996846,-1
0,9,43,0.3541686949980301,0.1092361125624099,-1
0,9,44,0.3756432822908503,-0.0308929287624564,-1
0,9,45,0.3682362674838582,0.0495620146119462,-1
0,9,46,0.3859180033576436,-0.0849387025255199,-1
0,9,47,0.3654467564579747,0.0392441721884131,-1
0,10,0,0.386149530830324,0.054830874484713,-1
0,10,1,0.3868627872445185,-0.0590243937028909,-1
0,10,2,0.3687990955824776,0.0208701740882919,-1
0,10,3,0.3587794162239521,0.0676581028586482,-1
0,10,4,0.3674173618764186,0.0207748526566278,-1
0,10,5,0.369698351348737,0.0425440734076849,-1
0,10,6,0.3903149695226668,-0.0580353451399529,-1
0,10,8,0.3821827087489473,-0.0116950263902431,-1
0,10,9,0.3747683269232822,0.0459230974551205,-1
0,10,10,0.3974510378287293,-0.0905069370075062,-1
0,10,11,0.3842693875116802,-0.0239178466809848,-1
0,10,12,0.3858835001536781,-0.0265304456391859,-1
0,10,13,0.3810942538122576,-0.0358246542399744,-1
0,10,14,0.3643752131791702,0.0165987937436111,-1
0,10,15,0.3652282571532664,0.0759519462050861,-1
0,10,16,0.3888031860795876,-0.0587179400671644,-1
0,10,17,0.3690974043867417,0.0437041826031623,-1
0,10,18,0.379049762956646,-0.0115014285752503,-1
0,10,19,0.3787080641529723,-0.02113914202436,-1
0,10,20,0.3833127358396101,-0.0233389742243914,-1
0,10,21,0.3871313604008268,-0.0305627551564042,-1
0,10,22,0.3888825351844465,-0.0655072596586754,-1
0,10,23,0.3741734075552441,0.0173922654878346,-1
0,10,24,0.3719647264791608,0.0403416110743073,-1
0,10,26,0.3948984836934009,-0.070151431881954,-1
0,10,27,0.3809224777794301,0.027310583719315,-1
0,10,28,0.3843984383119931,-0.0515480983813116,-1
0,10,29,0.3715021788006936,-0.0240666304014889,-1
0,10,30,0.3583940385842082,0.0851231650536015,-1
0,10,31,0.3768856159980325,-0.0228232710235734,-1
0,10,32,0.3919127589474502,-0.0886845366257609,-1
0,10,34,0.3874150961423803,-0.0354122270179939,-1
0,10,35,0.3856290869346189,-0.0349931684717323,-1
0,10,36,0.3719249204303458,0.0551999154122666,-1
0,10,37,0.373029940162347,0.0141027609448611,-1
0,10,38,0.3865892669587251,-0.0766081701511491,-1
0,10,39,0.3719053759884518,0.0371765686185516,-1
0,10,40,0.3659132534258099,0.0359148401011844,-1
0,10,41,0.3769677132166231,-0.0492356124637154,-1
0,10,42,0.3593845669634529,0.066498324193541,-1
0,10,44,0.372675151467313,0.0220466238392913,-1
0,10,45,0.3736710692119781,-0.0182828069890468,-1
0,10,46,0.3723135722061047,-0.0378247698738349,-1
0,10,47,0.3241708920715618,0.1567085324191419,-1
0,11,0,0.4141360536904558,-0.1407770446725136,-1
0,11,1,0.3764790270855233,0.0392405705493166,-1
0,11,2,0.3741607494128174,0.0108486821307236,-1
0,11,4,0.3759197194979745,-0.0166871742559577,-1
0,11,5,0.3829727579960704,-0.0439657335740246,-1
0,11,7,0.3810127656587534,-0.012404036420857,-1
0,11,8,0.383417895466724,-0.0405499610713728,-1
0,11,9,0.3641905943722982,0.0762166701080162,-1
0,11,10,0.3816612674826884,-0.018838376368728,-1
0,11,11,0.3709175608478281,0.0471760305953568,-1
0,11,12,0.3846556289213378,-0.0467051989811919,-1
0,11,13,0.3801090893148592,-0.0355020672030892,-1
0,11,14,0.3554367880369866,0.1140223269840179,-1
0,11,15,0.3887420364542209,-0.1023776119673802,-1
0,11,16,0.3677357931382952,0.0897666510298977,-1
0,11,17,0.3809024233216437,-0.0284153012268904,-1
0,11,18,0.3705390674876662,0.0479257034810824,-1
0,11,20,0.3729088302480257,0.0258875151170936,-1
0,11,21,0.3830211685041429,-0.0437043695773171,-1
0,11,22,0.3644774348732652,0.0745556838854768,-1
0,11,23,0.3695213045103515,0.0135038000390026,-1
0,11,24,0.3786472887588334,-0.0214576415920462,-1
0,11,25,0.3859455912264202,-0.0549358125987742,-1
0,11,26,0.3738243172656024,0.0461996248472478,-1
0,11,27,0.3937342971833522,-0.094774353952896,-1
0,11,29,0.3596455626853612,0.0670972683168402,-1
0,11,31,0.3769366628940014,-0.0117046098052639,-1
0,11,32,0.3670610220337288,0.0549530229662271,-1
0,11,33,0.3712827159983854,0.0289688987117098,-1
0,11,34,0.3916060087832973,-0.0817535818290424,-1
0,11,35,0.3736925207511039,0.0518957631780863,-1
0,11,36,0.3772987843203714,-0.017006889369632,-1
0,11,37,0.3749235465587172,-0.0128814041153997,-1
0,11,38,0.3561035139451542,0.111276305157616,-1
0,11,39,0.3758158912266676,-0.020256312025273,-1
0,11,40,0.3588162436505449,0.0636525409684085,-1
0,11,41,0.3616895258245879,0.0528195539283105,-1
0,11,42,0.3668036752806827,0.0285158860637158,-1
0,11,43,0.3908568909178511,-0.0924352605363576,-1
0,11,44,0.3874878010832456,-0.0743361716487545,-1
0,11,45,0.3649809658882154,0.0676841629536897,-1
0,11,47,0.349560804382335,0.0530464055738717,-1
0,12,0,0.3617871067962637,0.1019037066283774,-1
0,12,1,0.3806393883404524,-0.0215716507864702,-1
0,12,2,0.3919278074793917,-0.071293946935804,-1
0,12,3,0.3803740525026789,-0.0208379340088848,-1
0,12,4,0.3689017919120861,0.041152588845033,-1
0,12,7,0.3698408614757531,0.0451295288141002,-1
0,12,8,0.3748198250484749,0.0197310731800544,-1
0,12,9,0.3837557463027729,-0.0296465429112822,-1
0,12,10,0.3831855917931088,-0.0310143495344272,-1
0,12,12,0.3600955627813714,0.0893898336387237,-1
0,12,13,0.3674260756791958,0.0322061398264008,-1
0,12,14,0.3771094506603374,-0.0270903391286925,-1
