distance_bin_center,correlation_value
0.02656124997058685,0.0
0.07968374991176055,nan
0.13280624985293427,nan
0.18592874979410795,nan
0.23905124973528163,nan
0.2921737496764554,nan
0.34529624961762906,nan
0.39841874955880274,nan
0.4515412494999764,nan
0.5046637494411501,nan
0.5577862493823238,nan
0.6109087493234975,nan
0.6640312492646713,nan
0.717153749205845,nan
0.7702762491470186,nan
0.8233987490881923,nan
0.876521249029366,nan
0.9296437489705397,nan
0.9827662489117134,0.00296059429214489
1.0358887488528872,nan
1.0890112487940606,nan
1.1421337487352345,nan
1.195256248676408,nan
1.248378748617582,nan
1.3015012485587558,nan
1.3546237484999293,nan
1.4077462484411032,0.0024854118851782014
1.4608687483822766,nan
1.5139912483234506,nan
1.567113748264624,nan
1.620236248205798,nan
1.6733587481469714,nan
1.7264812480881453,0.0023182584703757636
1.7796037480293188,nan
1.8327262479704927,nan
1.8858487479116661,nan
1.93897124785284,nan
1.9920937477940135,0.002276115528323877
2.0452162477351874,nan
2.098338747676361,nan
2.1514612476175348,nan
2.2045837475587087,nan
2.257706247499882,0.0025178713551459726
2.3108287474410556,nan
2.3639512473822295,nan
2.4170737473234034,nan
2.470196247264577,0.002415743921087488
2.523318747205751,nan
2.5764412471469242,nan
2.629563747088098,nan
2.682686247029272,nan
2.7358087469704455,nan
2.788931246911619,nan
2.842053746852793,0.0019952304227124876
2.895176246793967,nan
2.9482987467351403,nan
3.0014212466763137,0.002410837826478632
3.0545437466174876,nan
3.1076662465586615,nan
3.160788746499835,0.00209037984647095
3.2139112464410085,nan
3.2670337463821824,nan
3.3201562463233563,0.0024763222956155867
3.3732787462645297,nan
3.4264012462057036,nan
3.479523746146877,0.002005722086063942
3.532646246088051,nan
3.585768746029225,0.002468112565421824
3.6388912459703984,nan
3.692013745911572,nan
3.7451362458527457,0.002291704760962295
3.7982587457939196,nan
3.851381245735093,nan
3.9045037456762666,nan
3.9576262456174405,nan
4.010748745558614,0.002646070177897133
4.063871245499788,nan
4.116993745440961,0.002376238375774469
4.170116245382135,nan
4.223238745323309,0.0022140562754760576
4.276361245264482,nan
4.329483745205657,nan
4.38260624514683,0.0023850341527735914
4.435728745088004,nan
4.488851245029178,0.002629511702993877
4.541973744970351,nan
4.595096244911526,0.002343485868613095
4.648218744852699,nan
4.701341244793872,0.0020340355629838865
4.754463744735046,nan
4.807586244676219,nan
4.860708744617393,nan
4.913831244558567,0.0022372932526715248
4.96695374449974,nan
5.020076244440915,0.0025104664536494074
5.073198744382088,0.002261059425148025
5.126321244323262,nan
5.179443744264436,0.002399145140606951
5.232566244205609,nan
5.285688744146784,nan
5.338811244087957,nan
5.39193374402913,0.002360944385178667
5.4450562439703045,nan
5.4981787439114775,0.002505932397021409
5.5513012438526514,nan
5.604423743793825,nan
5.657546243734998,0.0024698177018727483
5.710668743676173,nan
5.763791243617346,0.0023653110761170464
5.816913743558519,0.002301032097408808
5.870036243499694,nan
5.923158743440867,0.002326845030884622
5.976281243382042,0.0022810456425717105
6.029403743323215,nan
6.082526243264388,0.0023443584052367477
6.135648743205563,nan
6.188771243146736,0.0022627583019042405
6.24189374308791,nan
6.2950162430290835,nan
6.3481387429702565,0.0026157668688369558
6.401261242911431,0.0023570246009173364
6.454383742852604,0.0020667412103453505
6.507506242793777,nan
6.560628742734952,0.002020881364679266
6.613751242676125,0.002146534323046802
6.666873742617299,nan
6.719996242558473,0.0024646364477366274
6.773118742499646,0.00227342555648893
6.826241242440821,nan
6.879363742381994,nan
6.932486242323168,0.002129850712857807
6.985608742264342,0.002270178312367794
7.038731242205515,nan
7.091853742146689,0.002354365657124075
7.144976242087862,0.002355768558892136
7.198098742029035,0.0023707827557732006
7.25122124197021,nan
7.304343741911383,0.0023104690931244967
7.357466241852557,0.0022736507354357296
7.410588741793731,nan
7.463711241734904,0.0024317829653864947
7.516833741676079,nan
7.569956241617252,0.0023591877144651537
7.623078741558425,0.002301254602620276
7.6762012414996,0.0022922535258749666
7.729323741440773,nan
7.7824462413819475,nan
7.8355687413231205,0.002414963554489957
7.8886912412642936,0.0022613248888451224
7.941813741205468,nan
7.994936241146641,0.002472358571851718
8.048058741087814,0.0024107836653091573
8.10118124102899,0.0020453577200131266
8.154303740970164,nan
8.207426240911335,0.002274631869067766
8.26054874085251,0.00229601873846595
8.313671240793685,0.0023434866965400787
8.366793740734856,0.0022087952637699667
8.41991624067603,nan
8.473038740617206,0.0022375135370514268
8.526161240558379,0.0022539580287703476
8.579283740499552,0.002316402707640789
8.632406240440726,nan
8.6855287403819,0.002415135298548863
8.738651240323072,0.0020048271339896595
8.791773740264247,0.0023510134479496217
8.844896240205422,0.0021516058542225967
8.898018740146593,nan
8.951141240087768,0.002506226954956254
9.004263740028943,0.002375428235750078
9.057386239970114,0.0024622488574086243
9.110508739911289,0.0021782713723046917
9.163631239852464,0.0024402410320703513
9.216753739793637,0.0023750366191007456
9.26987623973481,0.002346903195095026
9.322998739675985,nan
9.376121239617158,0.002464428659961573
9.42924373955833,0.0024484114988024505
9.482366239499505,0.0022911457138511397
9.53548873944068,0.0024523269511857204
9.588611239381851,nan
9.641733739323026,0.0020447180880351166
9.694856239264201,0.002265828526837557
9.747978739205372,nan
9.801101239146547,0.002136382749220333
9.854223739087722,0.002265637516702111
9.907346239028895,0.0022673120401163344
9.960468738970068,0.0022798640762552824
10.013591238911243,0.0022283063205113442
10.066713738852416,0.0024159582859714502
10.119836238793589,0.0025278652771689616
10.172958738734764,0.00223290040638058
10.226081238675938,0.002217665542258334
10.27920373861711,0.002239830005201905
10.332326238558284,0.0022883115072157593
10.38544873849946,0.002167002768362234
10.43857123844063,0.0023834045690402025
10.491693738381805,0.0022717500198211698
10.54481623832298,nan
10.597938738264153,nan
10.651061238205326,0.002392984662494554
10.7041837381465,0.002317450990520178
10.757306238087674,0.002411904382593966
10.810428738028847,0.002359717824878622
10.863551237970022,0.002460776457536342
10.916673737911195,nan
10.969796237852368,0.0024462252058366544
11.022918737793542,0.0023437647121640347
11.076041237734717,0.0022883207732603945
11.129163737675889,nan
11.182286237617063,0.00250111545011837
11.235408737558238,0.0023518566519758425
11.288531237499411,0.0032799492593933973
11.341653737440584,0.0023007967043757187
11.394776237381759,0.0023754971104914405
11.447898737322932,0.0022801987791747514
11.501021237264105,0.0024118380656301614
11.55414373720528,0.0023483060401995872
11.607266237146453,nan
11.660388737087626,0.0025949661333845887
11.7135112370288,0.002382676786566941
11.766633736969975,0.0022605355745133108
11.819756236911147,0.002379580747840314
11.872878736852321,0.0022137506724618865
11.926001236793496,0.002117972613180083
11.97912373673467,0.002261581878185425
12.032246236675842,0.0023121468465226508
12.085368736617017,0.0023091468304682413
12.13849123655819,0.002460068639124682
12.191613736499363,0.0024158222824746797
12.244736236440538,0.0023088102907759312
12.297858736381711,nan
12.350981236322884,0.0023914900703439776
12.404103736264059,0.002221335669405418
12.457226236205234,0.0023709067243795462
12.510348736146405,0.002599658825053665
12.56347123608758,0.00232224846886442
12.616593736028754,nan
12.669716235969926,0.0023917576988105524
12.7228387359111,0.0022868099011196393
12.775961235852275,0.002672149201294253
12.829083735793448,0.002456899935612926
12.882206235734621,0.0024009065129821238
12.935328735675796,0.002145212591248997
12.988451235616969,0.002435369291519735
13.041573735558142,0.0024743538544446182
13.094696235499317,0.0022212416433745573
13.147818735440492,0.002273454853314178
13.200941235381663,0.002459396831721278
13.254063735322838,0.002215075562011229
13.307186235264012,0.0025198173499020294
13.360308735205184,0.0024044850165329413
13.413431235146358,0.0025000716235208265
13.466553735087533,0.002467003452147057
13.519676235028706,nan
13.57279873496988,0.0022645390303725308
13.625921234911054,0.002333488229465876
13.679043734852227,0.0020815258768646277
13.7321662347934,0.0023901759116223354
13.785288734734575,0.0025524340670935114
13.83841123467575,0.002485732835631369
13.891533734616921,0.0026089723376310115
13.944656234558096,0.002479374390805266
13.99777873449927,0.002424593910488172
14.050901234440442,0.0024322262270112067
14.104023734381617,nan
14.157146234322791,0.002367983790711782
14.210268734263964,0.0023748832694273276
14.263391234205137,0.0024042766340170575
14.316513734146312,0.0023294190567576863
14.369636234087485,0.0024353952842241615
14.422758734028658,0.002173173173513143
14.475881233969833,0.00242318268575911
14.529003733911008,0.0023554581088015484
14.582126233852179,0.002380489855652003
14.635248733793354,0.002317211768602854
14.688371233734529,0.002316713150006645
14.7414937336757,0.0022890763843151645
14.794616233616875,0.0023058952046126
14.84773873355805,0.0023611675541148074
14.900861233499223,0.0022754759706705235
14.953983733440396,0.0022258221025429027
15.00710623338157,0.0023644928033130373
15.060228733322743,0.002471316295622411
15.113351233263916,0.002339601694606091
15.166473733205091,0.002270227108334526
15.219596233146264,0.0022911365170432286
15.272718733087437,0.002351692473870145
15.325841233028612,0.002459845798040008
15.378963732969787,0.0024209575561562084
15.432086232910958,0.002461513472100166
15.485208732852133,nan
15.538331232793308,0.002497586134520229
15.59145373273448,0.00231824757263165
15.644576232675654,0.0025491487917528683
15.697698732616828,0.0023705348364630977
15.750821232558001,0.002398387725457917
15.803943732499175,0.0025318882992264847
15.85706623244035,0.0023469988828924617
15.910188732381522,0.002881623096075816
15.963311232322695,0.002479386406968036
16.01643373226387,0.002356013732679398
16.069556232205045,0.0023761320130128508
16.122678732146216,0.002478502081942745
16.17580123208739,0.002425709987183696
16.228923732028566,0.0026156141651133853
16.282046231969737,0.0024455123390737417
16.335168731910912,0.0022366290481509246
16.388291231852087,0.002435237436666383
16.44141373179326,0.00246976285903389
16.494536231734433,0.002469154441275632
16.547658731675607,0.0024761888510116663
16.60078123161678,0.0023272256328737547
16.653903731557953,0.002466781493974169
16.70702623149913,0.002584409698487492
16.760148731440303,0.00232291636128589
16.813271231381474,0.0023696757732065902
16.86639373132265,0.002512914582575947
16.919516231263824,0.0022932430196904137
16.972638731204995,0.0024548405294246736
17.02576123114617,0.002450443520296237
17.078883731087345,0.0023905109736076574
17.13200623102852,0.0024999524290720897
17.18512873096969,0.002496898308554084
17.238251230910866,0.002331708312437893
17.291373730852037,0.0024549308454986265
17.34449623079321,0.002586640271416347
17.397618730734386,0.0023343059933789937
17.45074123067556,0.002373307073619875
17.503863730616732,0.00228564185364511
17.556986230557907,0.002420282538838281
17.610108730499082,0.0022433001968946795
17.663231230440253,0.002293536200962509
17.716353730381428,0.0024017327939414713
17.769476230322603,0.0024971168429857708
17.822598730263778,0.0025023247921581388
17.87572123020495,0.002520431421692654
17.928843730146124,0.0023991877744057887
17.981966230087295,0.0023707066688970243
18.03508873002847,0.0024700743731275216
18.088211229969644,0.002805483174886994
18.14133372991082,0.002488297408401467
18.19445622985199,0.002335888276522123
18.247578729793165,0.0024273495502570588
18.30070122973434,0.002506286128423934
18.35382372967551,0.002577447694929915
18.406946229616686,0.002422291958496804
18.46006872955786,0.0022967056586614314
18.513191229499036,0.002602511483450749
18.566313729440207,0.0024371523437719273
18.61943622938138,0.002479176518776997
18.672558729322553,0.0023990568239159542
18.725681229263728,0.0022916154773866782
18.778803729204903,0.002446524911352844
18.831926229146077,0.0023120447992445348
18.88504872908725,0.0024660444842504003
18.938171229028423,0.0024641978108319034
18.991293728969598,0.002370771900546699
19.04441622891077,0.0024413700635614504
19.097538728851944,0.0025240398415198456
19.15066122879312,0.0023840807163814644
19.203783728734294,0.0025531748598046776
19.256906228675465,0.0024634989931856407
19.31002872861664,0.002467485105811964
19.36315122855781,0.002461715208470305
19.416273728498986,0.002474231704234827
19.46939622844016,0.0022521629127557237
19.522518728381336,0.0024839724869069515
19.575641228322507,0.0026428803848734294
19.62876372826368,0.0024039718880235
19.681886228204856,0.002640408459588776
19.735008728146028,0.002445280063035058
19.788131228087202,0.002286894844360715
19.841253728028377,0.0025192055278964527
19.894376227969552,0.002478460153480318
19.947498727910723,0.0025487590942220545
20.000621227851898,0.0026427068675685126
20.05374372779307,0.0024849665017858914
20.106866227734244,0.0023714283318260966
20.15998872767542,0.002482283191958907
20.213111227616594,0.0026757811052397816
20.266233727557765,0.0022881343506306333
20.31935622749894,0.0024956957011289496
20.372478727440114,0.0025074100060891603
20.425601227381286,0.0025147856028081648
20.47872372732246,0.0024311370957032057
20.531846227263635,0.002445870014850073
20.58496872720481,0.002464925252233432
20.63809122714598,0.0025549344316459026
20.691213727087156,0.0024948725601337774
20.744336227028327,0.0026666753460769157
20.797458726969502,0.002442969452904563
20.850581226910677,0.002520429347043695
20.90370372685185,0.0025647657183349272
20.956826226793023,0.002505439350607069
21.009948726734198,0.0026386506030572254
21.06307122667537,0.002486540077122071
21.116193726616544,0.002568598040536889
21.16931622655772,0.0025552082052313655
21.222438726498893,0.002421592725745384
21.275561226440068,0.0024134007073016257
21.32868372638124,0.002548375646160874
21.381806226322414,0.0025430280028444956
21.434928726263585,0.0024225197667575396
21.48805122620476,0.002630604479045413
